"ad_url","ad_city","ad_neighborhood","ad_type","ad_description","ad_hash","ad_price","ad_currency","ad_kvm","ad_price_per_kvm","ad_street","updated_ts","locations"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167596584779898,град София,Център,"2-СТАЕН","Представяме ви маломерен апартамент в сърцето на София. Подходящ е както за офис,така и за живеене.Изключителна локация!До всички транспортни връзки,метростанция и магазини. Апартамента е със следното разпределение: коридор,баня,малка тераса,2 преходни южни стаи с гледка към планина Витоша и кухня.Имота е за ремонт. Може да видите схемата с неговото разположение.Обзавеждането е примерно. Има към него таван-4 кв.м., мазе-3 кв.м. и прилежащи идеални части.С право на строеж по нотариален акт.При сериозен интерес,коментар на цената. Огледи в удобно за вас време.За повече информация и контакт:0885000842 Корнелия Велева  ","5463f267b9b61025271d92ca8bccb2c31399a7c98f5e477c0deb45d23eafa3f6",228000,EUR,60,3800.00,бул. Витоша,2023-11-12 20:08:47.000,""
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164337402330456,град София,Център,"3-СТАЕН","ЕКСКЛУЗИВНО ПРЕДЛОЖЕНИЕ!! ОГЛЕДИ В УДОБНО ЗА ВАС ВРЕМЕ!! ТОП ЛОКАЦИЯ!! Екипът на компания 'ЕКС' представя на Вашето внимание тристаен, обзаведен апартамент на  ул. Веслец! Новият Ви дом е с площ от 118кв.м практично разгънати в коридор, тераса, вестибюл, две спални, хол, кухня, баня с тоалетна и голям таван. Страхотната му ЛОКАЦИЯ в близост до Лъвов мост, множество магазини, спирки на градски транспорт, метро и непосредствена близост до центъра на града го превръща в едно невероятно предложение освен за лично ползване, така и за покупка с цел ИНВЕСТИЦИЯ! Заповядайте да Ви го покажем! Използвайки нашите услуги, ще получите персонален консултант, съдействие при кандидатстване за кредит, професионален декоратор и екип, който да се погрижи за нужните документи по Вашата сделка. На Ваше разположение сме всеки ден, от понеделник до неделя от 09:00 до 20:00ч. Можете да разчитате на пълно съдействие за отпускане на потребителски и ипотечни кредити! Свържете се с нас на 0700 707 97 /на цената на един градски разговор/ или на 0886 12 12 57 и цитирайте кода към имота:  28975 Виж по-малко... Виж повече","359d6a63407652f41bf6b82da2a1c4240ea05c12fbae00bce835f2e86544de12",164900,EUR,118,1397.46,Център,2023-11-12 20:13:07.000,"Лъвов мост, ул. Веслец"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169519707186873,град София,Център,"2-СТАЕН","ИЗКЛЮЧИТЕЛЕН ИМОТ!ДО СПИРКА НА МЕТРОТО НА КРЪСТОВИЩЕТО БУЛ.'ВИТОША' И 'ПАТРИАРХ ЕВТИМИЙ'.УНИКАЛНА ГЛЕДКА КЪМ ПЛАНИНАТА ВИТОША НА ЮГ!ТЕРАСАТА СЕ ОТВАРЯ ИЗЦЯЛО КЪМ ДНЕВНАТА С ПЛЪЗГАЩА СЕ ДОГРАМА СИСТЕМА 'ФОЛКСВАФЕН'И Е ОБЗАВЕДЕНА С МАСА И СТОЛОВЕ ОТ ТИКОВО ДЪРВО И С НАСТИЛКА ОТ СЪЩОТО.ЖИЛИЩЕТО ГЛЕДА ИЗЦЯЛО НА ЮГ КЪМ ВЪТРЕШЕН ДВОР И Е ИЗКЛЮЧИТЕЛНО ТИХО И СВЕТЛО.СПАЛНЯТА Е РЕШЕНА ТАКА, ЧЕ ДА МОЖЕ ДА СЕ ПРИСЪЕДИНЯВА КЪМ ДНЕВНАТА С ПЛЪЗГАЩИ ВРАТИ И ПО ТОЗИ НАЧИН СЕ ОБЕДИНЯВА ПРОСТРАНСТВОТО.КУХНЕНСКИЯТ БОКС Е ОБОРУДВАН С ВСИЧКИ ЕЛ.УРЕДИ.ОБОСОБЕН Е КЪТ ЗА ХРАНЕНЕ В ДНЕВНАТА. ИМА ОТДЕЛНА ГАРДЕРОБНА СТАЯ.БАНЯТА Е С ВАНА И С ЕСТЕСТВЕНО ОСВЕТЛЕНИЕ ОТ ГОЛЕМИ МАТИРАНИ ПРОЗОРЦИ.КЪМ АПАРТАМЕНТА ИМА СКЛАДОВО ПОМЕЩЕНИЕ НА СЪЩИЯ ЕТАЖ.ПАРКОМЯСТО В ДВОРА НА СГРАДАТА !!!СГРАДАТА Е С АСАНСЬОР!!! КЪМ АПАРТАМЕНТА ИМА И ИДЕАЛНИ ЧАСТИ ОТ ЗЕМЯТА.МОЖЕ ДА СЕ ПРЕУСТРОИ НА ТРИСТАЕН ПРИ ЖЕЛАНИЕ.В МОМЕНТА СЕ ИЗВЪРШВА РЕМОНТ НА ЦЕЛИЯ ПОКРИВ НА СГРАДАТА.ИМОТЪТ Е ПОДХОДЯЩ И ЗА ИНВЕСТИЦИЯ!!!ДО МОМЕНТА СЕ ПОЛУЧАВАШЕ НАЕМ ОТ 1300 ЛВ.ОГЛЕДИ ПО ВСЯКО ВРЕМЕ, АГЕНЦИЯТА Е С КЛЮЧ!ЗА КОНТАКТИ:Людмила Антонова  0898678435 Виж по-малко... Виж повече","13f4547075977d7a949ef9bf38d2adf9c0e1214abd3d27841613d51500e5e957",279000,EUR,86,3244.19,бул. Патриарх Евтимий,2023-11-12 20:08:57.000,БУЛ.АТ
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168971461399177,град София,Център,"3-СТАЕН","Прекрасен тристаен апартамент в сърцето на столицата - на тихата централна уличка `Искър`, в близост до бул. `Дондуков`.Сграда: масивна тухлена кооперация - с красива, изцяло ремонтирана фасада, ремонтиран покрив и поддържани общи части.Разпределение: четири отделни помещения, просторен вестибюл, баня с тоалетна, коридор, мокро помещение.Подови настилки, стени и дограма: латекс, фаянс и теракот, ламинат, пвц-дограма.Към апартамента има таван, мазе и идеални части от земята, върху която е построена сградата.Изложение: юг, североизток.Отопление: централен ТЕЦ.Състояние: много добро, за освежаване.Предимства: Прекрасно жилище, ситуирано в идеалния център на столицата, на метри от бул. `Дондуков`, на тихата, китна уличка `Искър`. Имот, носещ духа и романтиката на стара София.На кратко пешеходно разстояние до метростанция `Сердика`, Министерски съвет, Президенството, театри, кина, магазини, всякакъв вид градски транспорт, красиви столични паркове, елитни училища.Сградата е красива и изцяло реновирана - с чисто нова фасада и ремонтиран покрив и е масивно тухлено строителство.Допълнителни помещения към апаратамента - таван и мазе, както и идеални части от земята.Основно ремонтиран имот - сменена дограма, подови настилки, ремонтирана баня. Нуждае се само от освежаване.Перфектна инвестиция - в момента имота е разделен на четири стаи и един общ, голям вестибюл. Всяка стая се отдава отделно под наем.Уютен и с добро разпределение имот, подходящ за всякъкъв вид преустройство и чудесен за живеене. Виж по-малко... Виж повече","48e0d7562c1c407b5b89712b25861d02b03c258a729a562775a0e4e26689e48e",310000,EUR,85,3647.06,ул. Искър,2023-11-12 20:12:05.000,"бул. [UNK] Дондуков [UNK], Президенството, И, Искър [UNK], Министерски съвет, бул. [UNK] Дондуков, метростанция [UNK] Сердика [UNK]"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167834790136485,град София,Център,"3-СТАЕН","AV Estatesима удоволствието да Ви предложилуксозен мезонет в Центъра на града на пешеходната зона на бул.  Витоша , до метростанция  НДК .От терасите се разкрива гледка към Витошка и планината.Жилището е обособено като два отделни двустайни апартамента на отделни етажи със самостоятелни входове, отделни контролни водомери и електромери.Разпределение:етаж 1: просторна дневна с кухненски кът и балкон, самостоятелна спалня, баня с тоалетна.етаж 2: дневна с кухненски кът и просторна тераса към нея, самостоятелна спалня, баня с тоалетна.Имотът е след основен луксозен ремонт и дизайнерски обзаведен с висок клас електроуреди и мебели. Нов покрив с двойно фалцовани луксозни ламели, нови електро и ВиК инсталации, изолация на тавана, стените и пода, входни врати Солид, поръчкови интериорни врати, нови климатици, бойлери и електроуреди.Към имота има мазе на партерен етаж и идеални части от земята.Ако желаете оглед, може да се свържете с нас на 0885 590 006 и цитирайте ИД 3122-1","5e8c3457f7ae14946712984be6156f7514f4a265d3d9a76c16d0cc3bde2dc4cf",398000,EUR,115,3460.87,бул. Витоша,2023-11-12 20:12:12.000,"метростанция НДК, бул. Витоша"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169342882709110,град София,Център,"2-СТАЕН","Агенция  'Даяна'  предлага за продажба нов 2-стаен апартамент в центъра на град София,ситуиран на ул. Братя Миладинови, находящ се в нова кооперация с разрешение за ползване от 2021 година. Района около кооперацията е изключително тих и спокоен. Апартамента е със североизточно изложение, което го прави много прохладен през лятото. Сградата е изпълнена изключително прецизно, с възможно най-качествените материали съществуващи на пазара. Входната врата е  'Солид 55' . На всеки етаж има видеонаблюдение и контрол на достъп. Към сградата има вътрешен двор, които се използва от собствениците. Апартамента е абсолютно обзаведен и готов за живеене, състои се от:- Входно антре - Просторен хол с кухненски бокс- Балкон- Спалня- Баня с тоалетнаПродава се с наличното обзавеждане!Към апартамента има мазе/склад от 1.7 кв. мВ близост има спирки на градски транспорт, метростанция, множество магазини, като и лесен изход във всички посоки.Към апартамента има и надземен гараж със самостоятелен вход, който е 14 кв. м гаража е с ролетна врата.  Цена на гаража е 30 000 Евро, Жилището и гаража вървят заедно на цена от 227 000 Евро.Имота е атрактивен и с изключителен потенциал, както за живеене така и за инвестиция.Предлагаме и съдействие за отпускане на кредит при най-добри условия.За повече информация и огледи се обадете на тел. 0883312450 Георги Карабельов - ключ в агенцията. Виж по-малко... Виж повече","8e58e0cc6a7783d7e99ae62f538a5fca1f43bfea76ef78fdcf73fec15ddf8cbd",197000,EUR,64,3078.12,ул. Братя Миладинови,2023-11-12 20:07:17.000,ул. Братя Миладинови
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169694355237785,град София,Център,"2-СТАЕН","Предлагаме на Вашето внимание просторен двустаен апартамент апартамент на топ локация, срещу хотел Милениум на бул. Витоша. Жилището се намира в непосредствена близост до всякакъв вид градски транспорт - автобуси, трамваи и метро, както и Майчин дом и Медицинска академия. На 10м. от сградата има платен паркинг. Локацията прави имота много подходящ за инвестиция за краткосрочно или дългосрочно отдаване под наем. Апартамента е разположен на първи жилищен етаж, над магазини в сграда от 2000 г., и разполага с чиста жилищна площ от 61м2, както и с прилежащо мазе от 4м2. Сградата е с поддържани общи части с контролиран достъп, входна врата на Солид, работеща домофонна система и асансьор. Апартамента е със следното разпределение - коридор, просторна дневна с подход към кухненски бокс, тераса, самостоятелна спалня с втора тераса и санитарен възел. Започнат е ремонт с пълна подмяна на ел. инсталацията, и подовите настилки. За огледи и допълнителни въпроси сме на Ваше разположение - водещ брокер - Мария Митева - 0888887360 Виж по-малко... Виж повече",f39365c456d750961a5afe959b2f4cbee82e7778897d3c02217e8abed2af7b8e,226900,EUR,75,3025.33,Център,2023-11-12 20:07:49.000,"Майчин дом, Милениум, Медицинска академия, бул. Витоша, хотел"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169650954374797,град София,Център,"3-СТАЕН","БЕЗ КОМИСИОННА!ЦЕНИ НА СТРОИТЕЛ!Предлагаме на вниманието ви апартаменти в новостроящата се луксозна жилищна сграда в Центъра на София.Сградата е проектирана на осем етажа, като първи етаж е с търговско предназначение и подземен паркинг с гаражи и паркоместа. Тристаен апартамент 26 се състои от входно антре (4,39 м2), дневна с обособен кухненски бокс (28,75 м2) с излаз на балкон(3,86 м2), спалня(15,96 м2) със собствена баня към нея(2,70 м2), спалня(13,46 м2), втори балкон(4,00 м2), втора самостоятелна баня с тоалетна (3,62 м2) и склад/мокро помещение. Застроена площ 89 кв.м.Апартаментът е на 4 етаж от 8.Изложението е Изток.Апартаментът се предлага в степен на завършеност: фина шпакловка и замазка, шесткамерни дограми с трислойни стъклопакети, блиндирана входна врата. Качествено строителство и енергоикономични материали.Локация:Сградата е в близост до Лъвов мост, метростанция, трамвайни, автобусни и тролейбусни спирки.В сградата има свободни паркоместа и гаражи.Тристайни апартаменти има и на по-нисък етаж.Сградата се изпълнява от утвърдена строителна компания с дългогодишен опит и висококачествено строителство. Модерна архитектура, функционалност и енергоефективност.За контакт: 0898 838385 инжл Л.Цолова Виж по-малко... Виж повече",a33cc17b01225611ecf9ee93fb313521d7ae91ecf77df5105470e560662474c8,174120,EUR,106,1642.64,Център,2023-11-12 20:10:42.000,Лъвов мост
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169521842739665,град София,Център,"3-СТАЕН","За повече информация обадете ни се на тел: 0882 817 499 или 02 425 68 61 и цитирайте референтния номер на имота: Sfb 82893. Отговорен брокер: Иванка Стойкова Апартамент A20 , обща площ 107.05 кв.м. (нетна площ 89.96 кв.м. + общи части 17.09 кв.м.). Направете своя избор между функционално разпределени апартаменти с 1,2 или 3 спални с централна локация на ключово за града място, с отлично развити комуникации, близо до до бул. Сливница и ул. Братя Миладинови, бул. Христо Ботев, II МБАЛ, недалеч от метростанции Лъвов мост, Централна гара, Женския пазар, парк Св. Никола, училища и детски градини, магазини и др.   Старт на строителството - 30.09.2023  Очакван Акт 14 - декмеври, 2024  Очакван Акт 16 - септември, 2026 Жилищата се издават завършени по БДС:  Шпакловка и замазка  Външна блиндирана врата  Отопление   ТЕЦ  6-камерна ПВЦ дограма с троен стъклопакет В допълнение може да закупите подземни и надземни паркоместа. Сградата е 9-етажна, модерна, функционална и изцяло съобразена с нуждите на активния градски човек. Състои се от 61 апартамента и луксозни общи части с естествен камък.  Защо да закупите имот в сградата?  Избор от жилища с 1,2 или 3 спални  Централна локация в близост до метро, възлови булеварди и други градски удобства  Модерна архитектурна визия и функционално вътрешно разпределение  Луксозно строителство с висококачествени материали Оглед на имотаМожем да организираме оглед на имота в удобно за вас време. За целта, свържете се с отговорния за офертата брокер и му кажете кога бихте искали да направите оглед. Резервация на имотаИмотът може да бъде резервиран и свален от продажба със заплащане на депозит, след което се прекратява провеждането на огледи с други купувачи и започва подготовка на документите за сключване на предварителен и окончателен договор. Свържете се с отговорния брокер за този имот за подробна информация относно процедурата на покупка и начините за плащане. Допълнителни услуги и следпродажбено обслужванеНие сме реномирана компания и ще бъдем с вас не само по време на покупката, но и след това, осигурявайки ви допълнителни услуги по ваше изискване с цел пълноценно и безпроблемно ползване на новозакупения имот. Услугите, които можем да предложим, включват застраховка на движимо и недвижимо имущество, застраховка живот, медицинско и автомобилно застраховане, строителни и ремонтни дейности, обзавеждане, юридически и счетоводни услуги и др. ... Виж по-малко... Виж повече","3cf86c8c180dfeee866a735bb2e5fc4d911d9a4ba48f093fc5599cab0ccd41ef",162716,EUR,107,1520.71,Център,2023-11-12 20:09:50.000,"метростанции Лъвов мост, Централна гара, Женския, IIАЛ, бул. Сливница, бул. Христо Ботев, ул. Братя Миладинови, парк Св. Никола"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168102821944240,град София,Център,"3-СТАЕН","Просторен и светъл тристаен апартамент в добре поддържана сграда с асансьор на комуникативно място до Хотел Хемус, ул. Свети Наум, Метростанция Европейски съюз, НДК и Мол Парк Сити. Състои се от просторно входно антре, трапезария с кухненски бокс, дневна, две спални, баня с тоалетна, отделна тоалетна и две тераси, на които се излиза от всички помещения. ЗП- 104 кв.м., тухла от 1975г., с мазе на партерно ниво.Прекрасно разпределение, може да се освежи и да се използва или отдава под наем. Изложение юг (хол и едната спалня) и север (кухня и втора спалня).Предлага се с възможност от паркомясто. За повече информация и огледи Мариела Китанова 0888660255, оферта номер 11613!!!","5daaab55f3784ed74f7fc2825ec45e8366f6ab2f67cb266f0bece929e7947814",329000,EUR,115,2860.87,Център,2023-11-12 20:12:17.000,"Мол, ул. Свети Наум, НДК, Хотел Хемус, Метростанция Европейски съюз"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167836037465144,град София,Център,"3-СТАЕН","ОТЛИЧЕН, ПРОСТОРЕН, ФУНКЦИОНАЛЕН НА ТОП МЯСТО, в близост до МЕТРОСТАНЦИЯ НДК, ул. Солунска, НДК. Апартамента се състои от: дневна с трапезария, две спални, баня с тоалетна, тоалетна, мокро помещение,изложение: изток-запад,след основен ремонт. ","16c7c72e4a2beaad145696cd57910488e560b7e7942b06d5cee874c7625d4802",460000,EUR,109,4220.18,ул. Христо Белчев,2023-11-12 20:13:00.000,"НДК, ул. Солунска"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169348034992498,град София,Център,"3-СТАЕН","ДО НДК!САМОСТОЯТЕЛЕН ВХОД! Предлагаме на Вашето внимание ремонтиран партерен етаж от стара сграда Паметник на културата (конструкцията е пруски свод), находяща се на ъгъла на ул. Цар Асен и ул. Гургулят. Прекрасен, комуникативен район в сърцето на столицата, в непосредствена близост до НДК, пешеходната зона на бул. Витоша, метростанция... Имотът се състои от: просторно фоайе, три стаи, две от които са свързани, кухня и баня с тоалетна. Имотът е изключително подходящ за офис, представителство, нотариална кантора, зъболекарски кабинет и други. Разполага с таван, мазе и идеални части от земята.Работим с колеги по всички наши оферти! Агенцията ни предлага преференциални условия за отпускане на ипотечен кредит и пълно юридическо съдействие. Водещ брокер: Ясен Джанев: 0888 23 50 63. Оферта номер: 300.",bc45583aec904fed108bf476f7f9338d2e44f3463c5835047ed9c9ca9d239b88,299000,EUR,90,3322.22,ул. Цар Асен,2023-11-12 20:11:14.000,"НДК, ул. Гургулят, бул. Витоша, НДКетник на културата, ул. Цар Асен"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169904726852037,град София,Център,"3-СТАЕН","⚜️CASA NUEVA REAL ESTATE предлага функционален и просторен 3-стаен апартамент, разположен в Центъра на града /до бул.Христо Ботев/. С чиста /реална/ жилищна площ от 122кв.м., aпартаментът има отлично разпределение: голям коридор, 46кв.м. хол с трапезария и кухненски бокс, 2 спални, дрешник/килер, 2 бани с тоалетни и 2 балкона. Много светло и топло жилище. Към него има и мазе от 4кв.м.Сграда с високо качество на строителство, санирана, с парапети от ковано желязо.🚗Вътрешен двор с място за паркиране.🔑Агенцията разполага с ключ за имота.📞За всякакви възникнали въпроси и организиране на оглед, не се колебайте да се свържете с нас⚜️За Ваше удобство, екипът ни е договорил преференциални условия за банкови кредити с нашите финансови партньори. Консултацията, както и изготвянето на всички документи е напълно безплатно за клиенти на агенцията!⚜️ Като допълнителна услуга, можете да се възползвате и от преференциалните цени за ДОВЪРШИТЕЛНИ РАБОТИ, ИНТЕРИОРНО ПРОЕКТИРАНЕ, ПРОЕКТИРАНЕ НА МЕБЕЛИ, РЕНОВИРАНЕ И ПРЕУСТРОЙСТВО и цялостно УПРАВЛЕНИЕ НА ПРОЕКТА. Екипът ни е тук, за да Ви помогне. Виж по-малко... Виж повече",c43d62749b37876869a06580e77ec5571ca0baf24f2cbff64dc29dbfb40aeb59,265000,EUR,152,1743.42,Център,2023-11-12 20:11:00.000,бул. Христо Ботев /
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162608067417454,град София,Център,"3-СТАЕН","АRCO REAL ESTATE ВИ ПРЕДСТАВЯ висок клас жилищна сграда, пред Акт 15 в Центъра до Лъвов мост.Тристаен апартамент с дневна 22 кв.м., две спални - едната 13 кв.м., другата 14 кв.м., една баня с тоалетна 4 кв.м. и само тоалетна 2 кв.м. Още една тераса - 10 кв.м.  Отделно 7 кв.м. коридор и мазе - 3.81 кв.м.Изложение изток- запад.Изключително строителство, изпълнено по най-нови съвременни технологии. Високото качество е гаранция за безопасност, дългосрочна употреба, надеждност и безкомпромисен жилищен комфорт.Стените между апартаментите са тип сандвич. Технологията представлява двоен зид от керамични тухли с австрийската марка Wienerberger и между тях 5-сантиметрова звукоизолационна вата, това осигурява висока степен на шумоизолация - 56 dB.На пода, под замазката се слага звукоизолационна подложка против ударен шум 'Texsimpact', за по-добра шумоизолация между етажите. Всичко това осигурява спокоен и комфортен живот. За високата енергийна ефективност са вложените материали от най-ново поколение.Добра шумоизолация - 56 dB7-камерна дограма REHAU SynegoТроен стъклопакет: К-стъкло, бяло стъкло, 4 сезона.Професионална система топлоизолация -Dalmatina Caparol - 10 см.Отопление - ТЕЦ,Сграда с висока енергийна ефективност.Агенцията работи по изискванията на БДС EN 15733. Предлагаме съдействие за ипотечно кредитиране и изготвяне на пазарна оценка на имота.Обадете се и заявете час за оглед: Яна Димитрова, Тел: 0877659100 Виж по-малко... Виж повече","0cecbd3f2a66e9a610dd72fb30e6dff1e530c628350690fe5c89ce293cfce057",237028,EUR,108,2194.70,Център,2023-11-12 20:10:31.000,Лъвов мост
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169874483334968,град София,Център,"3-СТАЕН","Превъзходен апартамент с две спални за продажба в сърцето на столицатаЕРА Централ има удоволствието да представи на Вашето внимание светъл и стилен апартамент за продажба в Бутикова нова сграда в сърцето на София.Предложеният имот е разположен на шести етаж от седем етажна сграда и е с обща площ от 91.00 кв.м. и застроена площ 112.00 кв.м. Имота е със следното разпределение:  - входно антре;  - склад;  - дневна с трапезаря и кухненски кът с излаз на балкон с изглед към града; - коридор;  - спалня; - баня с тоалетна;  - тоалетна; - спалня с излаз на балкон;  - балкон.Изложение: Изток/ Запад/ Север.Отоплението е посредством ТЕЦ и Термопомпа.Жилището се предлага на шпакловка и замазка, във всички помещения има изградена система за климатични тела.Функционалното му разпределение, просторен дневен тракт, две спални и панорамни френски прозорци, създават чувство за уют и комфорт в градска среда.Сградата се отличава с модерен и изискан дизайн, съчетаващ функционалност и естетика. Вниманието към детайла и висококачествените материали, използвани по време на строителството, създават атмосфера на лукс и комфорт. Фасадата е мраморизиран варовик и минерална мазилка, дограмата е Алумил профил S77 - троен стъклопакет.Сградата разполага с автомобилен асансьор 'Otis' със система за автономно захранване и луксозно завършени общи части.Към апартамента има паркомясто на допълнителна цена.Автомобилите влизат през асансьорна платформа с до 4 тона капацитет, като в нея могат да се возят и хора. Предимства: - комуникативна локация с бърз достъп до центъра и спирки на градски транспорт; - бутикова сграда; - възможност за закупуване на паркомясто; - контролиран достъп; - асансьор.Имота е ситуиран в сграда с добре поддържани общи части с контрол на достъп и портиер, разположена на тиха и спокойна улица в близост до Храм  Св. Вмчк. Георги Победоносец . В непосредствена близост до имота се намират: спирки на градския транспорт, метростанция 'Национален Дворец на Културата', парк  Борисова градина , детски градини, училища, множество магазини и заведения.Ние сме ЕРА Недвижими имоти   част от голямото семейство на ERA Real Estate, една от водещите световни франчайз мрежи за предоставяне на услуги при продажба, покупка, отдаване под наем и финансиране покупката на жилищни имоти! Не се колебайте да се свържете с нас!Оферта  4900249 Виж по-малко... Виж повече","98110dccd4ba28834a9bfc06ea4135dfc41192d59912a5b1d70dbddb1c88aaa6",520000,EUR,112,4642.86,Център,2023-11-12 20:13:12.000,"метростанция ' Национален Дворец на Културата ', парк Борисова градина, Храм Св. Георги Победоносец"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163222158528633,град София,Център,"2-СТАЕН","ДО НДК!ВЕЛИКОЛЕПЕН!ЛУКСОЗЕН!Предлагаме на вашето внимание дизайнерски обзаведен двустаен апартамент, находщ се в идеалният център на Столицата на ул. Княз Борис. Районът е тих, спокоен, същевременно комуникативен-в близост до НДК, пешеходната част на бул. Витоша, множество заведения , магазини ...Имотът се намира на втори етаж, в сграда с контролиран достъп и отлично поддържан вход. За направата на апартаментът са използвани материали от най- висок клас и е обърнато внимание и на най- малкия детайл! Разпределение: дневна с трапезария и кухня с всички необходими  ел. уреди,  спалня, кабинет, малка тераса и баня с тоалетна. Великолепна инвестиция в сърцето на София :имотът е даден под наем дългосрочно на 750 евро!Работим с колеги по всички наши оферти! Агенцията ни предлага преференциални условия за отпускане на ипотечен кредит и пълно юридическо съдействие.  Водещ брокер Ясен Джанев 0888 23 50 63.Оферта:242.",fc6279bfa84e2d2eb7283986972ce8e83b74b66ae88cc83f4817aff4a5810cab,310000,EUR,70,4428.57,ул. Княз Борис I,2023-11-12 20:08:59.000,"ул. Княз Борис, НДК, бул. Витоша"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169407673038958,град София,Център,"3-СТАЕН","Агенция 'Мартинова консулт' има удоволствието да Ви представи тристаен апартамент в непосредствена близост до пешеходната част на бул. 'Витоша', в поддържана сграда с асансьор. Имотът е ремонтиран основно и е напълно обзаведен и оборудван с всички необходими удобства. Апартаментът е с високи тавани, много светъл и е със следното функционално разпределение - антре, просторна южна дневна с кухня и излаз на тераса, две спални, едната от които с дрешник и излаз на малка тераса, баня с тоалетна, втора тоалетна. Към апартамента има две прилежащи мазета, а във вътрешния двор има възможност за паркиране. Към апартамента има и таванско помещение с площ от 29 кв.м., което може да се използва самостоятелно, тъй като е обзаведено и разполага с основно помещение, в което има спален кът и кухненски бокс, баня с тоалетна, както и достъп до голяма покривна тераса. Предимства:- изключително добра локация - ул. 'Уилям Гладстон'; - асансьор в сградата; - ремонтиран и обзаведен апартамент с просторна южна дневна; - ремонтирано и обзаведено таванско помещение, което се използва самостоятелно; - възможност за паркиране във вътрешния двор. Имотът е подходящ и за инвестиция с оглед локацията и завършения вид, в който се продава. За огледи и повече информация - Илияна Мартинова 0898489897  Виж по-малко... Виж повече","870f215688f52ed19a0806e66d2a5aed83b95794ad67d8d9e46f34a7fa2d3056",0,Missing,107,0.00,ул. Уилям Гладстон,2023-11-12 20:11:20.000,"бул. ' Витоша ', ул. ' Уилям Гладстон '"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168908194626372,град София,Център,"3-СТАЕН","Тристаен апартамент със застроена площ от 97.14 кв.м и обща площ от 127.02 кв.м.Състои се от: входно преддверие, дневна с кухненски бокс и трапезария, две спални, баня с тоалетна, отделна тоалетна и две тераси.Изложение: Изток и Запад. Жилищната сграда е разположена  в широкия Център на града. Локацията предлага, близост до  метростанция и всички удобства ползващи се в кв. Център. Новострояща се осеметажна тухлена сграда. Състои се от едно подземно ниво, отредено за паркинг с паркоместа, гаражи и мазета, партерно ниво с гаражи и седем жилищни етажа. Качествено изпълнена с най-висок клас материали, функционални разпределения на жилищата. Имоти подходящи за инвестиция и живеене. * Широк Център* До метростанция* Функционални разпределение* Качествено строителство* Атрактивна схема на заплащане Обади се сега и цитирай този код 584929",cbe7e149d7743850c04d7e79e6f65c46408ef58118b7193bb8a74dffcce309b8,228636,EUR,127,1800.28,Център,2023-11-12 20:10:48.000,"*, метростанция"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168786472992195,град София,Център,"2-СТАЕН","ОписаниеSmart Brokers предлага ексклузивно за продажба просторен двустаен апартамент, разположен в идеален център на града. Жилището е разположено на последен етаж в добре построена сграда с асансьор, реализирана през шестдесетте години на миналия век. Същото е светло и топло. Разполага с две тераси, от които се откриват чудесни гледки към централните и парковите зони на града.Жилището е за ремонт. Всички помещения са проектирани прецизно с прави форми и позволяват реализация на множество индивидуални интериорни проекти.Апартаментът се намира в непосредствена близост до държавни институции, театри, множество заведения, магазини, здравни и учебни заведение. Същият е със статут на ателие.Характеристики:Площ: 100.00 кв.м. (чиста площ: 83.00 кв.м. + 17,00 кв.м.)Разпределение: Обширно входно антре, южен просторен хол с трапезария, кухня и два балкона.Огромно преимущество на този имот са чудесните тераси, на които собствениците могат да се наслаждават на прекрасни вечери на открито, през топлата част на годината.Предимоства:Централна локация в близост до паркова зона;Просторен апартамент;Добре построена сграда с асансьор;Апартаментът е подходящ за инвестиция.При необходимост от финансова подкрепа и кредитиране Smart Finance ще ви съдейства с намирането на най-подходящите условия.Можете да отправите вашето запитване или да получите безплатна консултация на телефонен номер: 0889 80 77 77. Виж по-малко... Виж повече","66b19efac540ff5c3a769e590d74ff9da7501f3826c624c57954ff7f5c532f49",224000,EUR,100,2240.00,Център,2023-11-12 20:09:14.000,""
