ad,word,tag
1b168871075243015,антре,O
1b168871075243015,",",O
1b168871075243015,дневна,O
1b168871075243015,с,O
1b168871075243015,кухненски,O
1b168871075243015,бокс,O
1b168871075243015,",",O
1b168871075243015,баня,O
1b168871075243015,с,O
1b168871075243015,тоалет,O
1b168871075243015,",",O
1b168871075243015,спалня,O
1b168871075243015,",",O
1b168871075243015,две,B-CARDINAL
1b168871075243015,тараси,O
1b168871075243015,и,O
1b168871075243015,мазе,O
1b168871075243015,с,O
1b168871075243015,изложение,O
1b168871075243015,изток,O
1b168871075243015,-,O
1b168871075243015,запад,O
1b168871075243015,.,O
1b168871075243015,Отопление,O
1b168871075243015,на,O
1b168871075243015,ТЕЦ,O
1b168871075243015,",",O
1b168871075243015,като,O
1b168871075243015,има,O
1b168871075243015,резервн,O
1b169549777969535,Продава,O
1b169549777969535,апартамент,O
1b169549777969535,в,O
1b169549777969535,Център,B-FAC
1b169549777969535,.,O
1b169549777969535,Продава,O
1b169549777969535,се,O
1b169549777969535,слънчев,O
1b169549777969535,апартамент,O
1b169549777969535,в,O
1b169549777969535,центъра,O
1b169549777969535,на,O
1b169549777969535,София,B-GPE
1b169549777969535,.,O
1b169549777969535,Състои,O
1b169549777969535,се,O
1b169549777969535,от,O
1b169549777969535,антре,O
1b169549777969535,",",O
1b169549777969535,две,B-CARDINAL
1b169549777969535,стаи,O
1b169549777969535,",",O
1b169549777969535,хол,O
1b169549777969535,",",O
1b169549777969535,кухня,O
1b169549777969535,",",O
1b169549777969535,баня,O
1b169549777969535,с,O
1b169549777969535,тоалетна,O
1b169549777969535,",",O
1b169549777969535,коридор,O
1b169549777969535,и,O
1b169549777969535,балкон,O
1b169549777969535,.,O
1b169549777969535,В,O
1b169549777969535,цената,O
1b169549777969535,за,O
1b169549777969535,апартамента,O
1b169549777969535,са,O
1b169549777969535,включени,O
1b169549777969535,мазе,O
1b169549777969535,и,O
1b169549777969535,таванско,O
1b169549777969535,помещение,O
1b169549777969535,.,O
1b169549777969535,Сградата,O
1b169549777969535,разполага,O
1b169549777969535,със,O
1b169549777969535,собствен,O
1b169549777969535,паркинг,O
1b169549777969535,.,O
1b169549777969535,Изключително,O
1b169549777969535,комуникативно,O
1b169549777969535,място,O
1b169549777969535,",",O
1b169549777969535,с,O
1b169549777969535,красива,O
1b169549777969535,гледка,O
1b169549777969535,към,O
1b169549777969535,паметника,O
1b169549777969535,на,O
1b169549777969535,Васил,B-PERSON
1b169549777969535,Левски,I-PERSON
1b169549777969535,",",O
1b169549777969535,църквата,O
1b169549777969535,Александър,B-FAC
1b169549777969535,Невски,I-FAC
1b169549777969535,и,O
1b169549777969535,Университетската,B-FAC
1b169549777969535,ботаническа,I-FAC
1b169549777969535,градина,I-FAC
1b169549777969535,.,O
1b169549777969535,За,O
1b169549777969535,оглед,O
1b169549777969535,:,O
1b169549777969535,събота,B-TIME
1b169549777969535,от,O
1b169549777969535,10,B-TIME
1b169549777969535,:,I-TIME
1b169549777969535,00,B-TIME
1b169549777969535,до,I-TIME
1b169549777969535,14,I-TIME
1b169549777969535,:,I-TIME
1b169549777969535,00ч,I-TIME
1b169549777969535,.,O
1b169549777969535,Адрес,O
1b169549777969535,:,O
1b169549777969535,бул,O
1b169549777969535,.,B-FAC
1b169549777969535,Васил,I-FAC
1b169549777969535,Левски,I-FAC
1b169549777969535,98,O
1b169549777969535,Бранислав,B-PERSON
1b169549777969535,Петров,I-PERSON
1b169549777969535,:,O
1b169549777969535,08892,O
1b168907052102891,Продава,O
1b168907052102891,апартамент,O
1b168907052102891,в,O
1b168907052102891,Център,B-FAC
1b168907052102891,.,O
1b168907052102891,Двустаен,O
1b168907052102891,апартамент,O
1b168907052102891,пред,O
1b168907052102891,АКТ,B-FAC
1b168907052102891,15,I-FAC
1b168907052102891,близо,O
1b168907052102891,до,O
1b168907052102891,центъра,O
1b168907052102891,на,O
1b168907052102891,гр,B-GPE
1b168907052102891,.,B-GPE
1b168907052102891,София,B-GPE
1b168907052102891,ул,O
1b168907052102891,.,B-FAC
1b168907052102891,Панагюрище,I-FAC
1b168907052102891,.,O
1b168907052102891,Сградата,O
1b168907052102891,е,O
1b168907052102891,малка,O
1b168907052102891,с,O
1b168907052102891,11,B-CARDINAL
1b168907052102891,апартамента,O
1b168907052102891,в,O
1b168907052102891,нея,O
1b168907052102891,.,O
1b168907052102891,Имотът,O
1b168907052102891,е,O
1b168907052102891,на,O
1b168907052102891,две,B-CARDINAL
1b168907052102891,нива,O
1b168907052102891,на,O
1b168907052102891,етажи,O
1b168907052102891,4,B-CARDINAL
1b168907052102891,и,O
1b168907052102891,5,B-CARDINAL
1b168907052102891,от,O
1b168907052102891,общо,O
1b168907052102891,6,B-CARDINAL
1b168907052102891,.,O
1b168907052102891,Разполага,O
1b168907052102891,с,O
1b168907052102891,:,O
1b168907052102891,ниво,O
1b168907052102891,1,B-CARDINAL
1b168907052102891,-,O
1b168907052102891,дневна,O
1b168907052102891,с,O
1b168907052102891,кухненски,O
1b168907052102891,бокс,O
1b168907052102891,",",O
1b168907052102891,баня,O
1b168907052102891,с,O
1b168907052102891,тоалетна,O
1b168907052102891,и,O
1b168907052102891,тераса,O
1b168907052102891,.,O
1b168907052102891,ниво,O
1b168907052102891,2,B-CARDINAL
1b168907052102891,-,O
1b168907052102891,спалня,O
1b168907052102891,",",O
1b168907052102891,баня,O
1b168907052102891,с,O
1b168907052102891,тоалетна,O
1b168907052102891,и,O
1b168907052102891,тераса,O
1b168907052102891,.,O
1b168907052102891,Допълнително,O
1b168907052102891,може,O
1b168907052102891,да,O
1b168907052102891,се,O
1b168907052102891,закупи,O
1b168907052102891,надземен,O
1b168907052102891,гараж,O
1b168907052102891,с,O
1b168907052102891,рампа,O
1b168907052102891,за,O
1b168907052102891,два,B-CARDINAL
1b168907052102891,автомобила,O
1b168907052102891,",",O
1b168907052102891,която,O
1b168907052102891,позволява,O
1b168907052102891,всеки,O
1b168907052102891,от,O
1b168907052102891,автомобилите,O
1b168907052102891,да,O
1b168907052102891,излиза,O
1b168907052102891,без,O
1b168907052102891,да,O
1b168907052102891,се,O
1b168907052102891,мърда,O
1b168907052102891,другия,O
1b168907052102891,за,O
1b168907052102891,37,B-MONEY
1b168907052102891,000,I-MONEY
1b168907052102891,EUR,I-MONEY
1b168907052102891,.,O
1b168907052102891,Сградата,O
1b168907052102891,се,O
1b168907052102891,очаква,O
1b168907052102891,да,O
1b168907052102891,вземе,O
1b168907052102891,АКТ,B-FAC
1b168907052102891,16,I-FAC
1b168907052102891,през,O
1b168907052102891,м,O
1b168907052102891,.,O
1b168907052102891,Фе,B-LOC
1b168803093109443,Продава,O
1b168803093109443,апартамент,O
1b168803093109443,на,O
1b168803093109443,ул,O
1b168803093109443,.,B-FAC
1b168803093109443,Княз,I-FAC
1b168803093109443,Борис,I-FAC
1b168803093109443,I,I-FAC
1b168803093109443,.,O
1b168803093109443,Двустаен,O
1b168803093109443,апартамент,O
1b168803093109443,в,O
1b168803093109443,центъра,O
1b168803093109443,на,O
1b168803093109443,София,B-GPE
1b168803093109443,",",O
1b168803093109443,зад,O
1b168803093109443,Дирекция,B-ORG
1b168803093109443,на,I-ORG
1b168803093109443,полицията,I-ORG
1b168803093109443,",",O
1b168803093109443,на,O
1b168803093109443,минута,B-TIME
1b168803093109443,от,O
1b168803093109443,метростанция,O
1b168803093109443,Лъвов,B-FAC
1b168803093109443,мост,I-FAC
1b168803093109443,",",O
1b168803093109443,на,O
1b168803093109443,тихо,O
1b168803093109443,място,O
1b168803093109443,",",O
1b168803093109443,с,O
1b168803093109443,двор,O
1b168803093109443,.,O
1b168803093109443,Тухла,O
1b168803093109443,от,O
1b168803093109443,2005г,B-DATE
1b168803093109443,.,I-DATE
1b168803093109443,на,O
1b168803093109443,4ет,B-DATE
1b168803093109443,.,I-DATE
1b168803093109443,/,I-DATE
1b168803093109443,4ет,I-DATE
1b168803093109443,.,I-DATE
1b168803093109443,(,O
1b168803093109443,тип,O
1b168803093109443,мансарда,O
1b168803093109443,),O
1b168803093109443,.,O
1b168803093109443,Собственост,O
1b168803093109443,върху,O
1b168803093109443,земята,O
1b168803093109443,",",O
1b168803093109443,с,O
1b168803093109443,две,B-CARDINAL
1b168803093109443,надземни,O
1b168803093109443,паркоместа,O
1b168803093109443,.,O
1b168803093109443,Апартаментът,O
1b168803093109443,се,O
1b168803093109443,състои,O
1b168803093109443,от,O
1b168803093109443,дневна,O
1b168803093109443,с,O
1b168803093109443,кухненски,O
1b168803093109443,бокс,O
1b168803093109443,",",O
1b168803093109443,тераса,O
1b168803093109443,",",O
1b168803093109443,преходна,O
1b168803093109443,спалня,O
1b168803093109443,и,O
1b168803093109443,баня,O
1b168803093109443,с,O
1b168803093109443,тоалетна,O
1b168803093109443,.,O
1b168803093109443,Отоплението,O
1b168803093109443,е,O
1b168803093109443,чрез,O
1b168803093109443,камина,O
1b168803093109443,с,O
1b168803093109443,водна,O
1b168803093109443,риза,O
1b168803093109443,.,O
1b168803093109443,Изложение,O
1b168803093109443,из,O
1b168803093109443,/,O
1b168803093109443,з,O
1b168803093109443,.,O
1b168803093109443,Към,O
1b168803093109443,апартамента,O
1b168803093109443,има,O
1b168803093109443,и,O
1b168803093109443,мазе,O
1b168803093109443,.,O
1b168803093109443,Брокер,O
1b168803093109443,:,O
1b168803093109443,Елза,O
1b168803093109443,Недкова,O
1b168803093109443,-,O
1b168803093109443,0888,B-CARDINAL
1b168803093109443,49,O
1b168803093109443,19,O
1b168803093109443,74,O
1b168978047146076,Продава,O
1b168978047146076,апартамент,O
1b168978047146076,на,O
1b168978047146076,ул,O
1b168978047146076,.,B-FAC
1b168978047146076,Пиротска,I-FAC
1b168978047146076,.,O
1b168978047146076,Просторен,O
1b168978047146076,двустаен,O
1b168978047146076,апартамент,O
1b168978047146076,",",O
1b168978047146076,който,O
1b168978047146076,се,O
1b168978047146076,намира,O
1b168978047146076,в,O
1b168978047146076,тухлена,O
1b168978047146076,сграда,O
1b168978047146076,от,O
1b168978047146076,70,B-DATE
1b168978047146076,-,I-DATE
1b168978047146076,те,I-DATE
1b168978047146076,години,I-DATE
1b168978047146076,до,O
1b168978047146076,пазара,O
1b168978047146076,'Димитър,O
1b168978047146076,Петков',O
1b168978047146076,.,O
1b168978047146076,Състои,O
1b168978047146076,се,O
1b168978047146076,от,O
1b168978047146076,самостоятелна,O
1b168978047146076,кухня,O
1b168978047146076,с,O
1b168978047146076,балкон,O
1b168978047146076,",",O
1b168978047146076,спалня,O
1b168978047146076,",",O
1b168978047146076,дневна,O
1b168978047146076,с,O
1b168978047146076,балкон,O
1b168978047146076,.,O
1b168978047146076,Източно,O
1b168978047146076,изложение,O
1b168978047146076,.,O
1b168978047146076,Гледа,O
1b168978047146076,към,O
1b168978047146076,голям,O
1b168978047146076,вътрешен,O
1b168978047146076,двор,O
1b168978047146076,и,O
1b168978047146076,затова,O
1b168978047146076,е,O
1b168978047146076,много,O
1b168978047146076,тих,O
1b168978047146076,и,O
1b168978047146076,светъл,O
1b168978047146076,апартамент,O
1b168978047146076,.,O
1b168978047146076,Настилките,O
1b168978047146076,са,O
1b168978047146076,паркет,O
1b168978047146076,в,O
1b168978047146076,стаите,O
1b168978047146076,",",O
1b168978047146076,теракота,O
1b168978047146076,в,O
1b168978047146076,коридора,O
1b168978047146076,и,O
1b168978047146076,кухнята,O
1b168978047146076,",",O
1b168978047146076,банята,O
1b168978047146076,с,O
1b168978047146076,фаянс,O
1b168978047146076,и,O
1b168978047146076,теракота,O
1b168978047146076,.,O
1b168978047146076,Има,O
1b168978047146076,и,O
1b168978047146076,мокро,O
1b168978047146076,помещение,O
1b168978047146076,.,O
1b168978047146076,Подходящ,O
1b168978047146076,е,O
1b168978047146076,и,O
1b168978047146076,за,O
1b168978047146076,преустройство,O
1b168978047146076,в,O
1b168978047146076,тристаен,B-CARDINAL
1b168978047146076,апартамент,O
1b168978047146076,.,O
1b168978047146076,Продава,O
1b168978047146076,се,O
1b168978047146076,с,O
1b168978047146076,обзавеждането,O
1b168978047146076,.,O
1b168978047146076,За,O
1b168978047146076,контакти,O
1b168978047146076,:,O
1b168978047146076,087,O
1b169139266428958,Продава,O
1b169139266428958,апартамент,O
1b169139266428958,на,O
1b169139266428958,ул,O
1b169139266428958,.,B-FAC
1b169139266428958,Чумерна,I-FAC
1b169139266428958,.,O
1b169139266428958,'АСГАРД,B-ORG
1b169139266428958,ПРОПЪРТИС',I-ORG
1b169139266428958,продава,O
1b169139266428958,просторен,O
1b169139266428958,",",O
1b169139266428958,непреходен,O
1b169139266428958,апартамент,O
1b169139266428958,разположен,O
1b169139266428958,на,O
1b169139266428958,2,B-CARDINAL
1b169139266428958,-,O
1b169139266428958,ри,O
1b169139266428958,надпартерен,O
1b169139266428958,етаж,O
1b169139266428958,в,O
1b169139266428958,представителна,O
1b169139266428958,сграда,O
1b169139266428958,с,O
1b169139266428958,хубав,O
1b169139266428958,вход,O
1b169139266428958,и,O
1b169139266428958,асансьор,O
1b169139266428958,в,O
1b169139266428958,района,O
1b169139266428958,на,O
1b169139266428958,Сточна,B-FAC
1b169139266428958,гара,I-FAC
1b169139266428958,.,O
1b169139266428958,Жилището,O
1b169139266428958,е,O
1b169139266428958,с,O
1b169139266428958,чиста,O
1b169139266428958,площ,O
1b169139266428958,77,B-QUANTITY
1b169139266428958,кв,I-QUANTITY
1b169139266428958,.,I-QUANTITY
1b169139266428958,м,I-QUANTITY
1b169139266428958,.,I-QUANTITY
1b169139266428958,и,O
1b169139266428958,се,O
1b169139266428958,състои,O
1b169139266428958,от,O
1b169139266428958,двоен,B-CARDINAL
1b169139266428958,хол,O
1b169139266428958,с,O
1b169139266428958,вестибюл,O
1b169139266428958,",",O
1b169139266428958,спалня,O
1b169139266428958,",",O
1b169139266428958,самостоятелна,O
1b169139266428958,кухня,O
1b169139266428958,",",O
1b169139266428958,баня,O
1b169139266428958,",",O
1b169139266428958,тоалетна,O
1b169139266428958,и,O
1b169139266428958,коридор,O
1b169139266428958,.,O
1b169139266428958,Има,O
1b169139266428958,възможност,O
1b169139266428958,за,O
1b169139266428958,преустройство,O
1b169139266428958,на,O
1b169139266428958,3,B-CARDINAL
1b169139266428958,-,O
1b169139266428958,стаен,O
1b169139266428958,.,O
1b169139266428958,Продава,O
1b169139266428958,се,O
1b169139266428958,с,O
1b169139266428958,мазе,O
1b169139266428958,и,O
1b169139266428958,таван,O
1b169139266428958,.,O
1b169139266428958,Отопление,O
1b169139266428958,:,O
1b169139266428958,ТЕЦ,O
1b169139266428958,.,O
1b169139266428958,За,O
1b169139266428958,контакти,O
1b169139266428958,:,O
1b169139266428958,0899,B-CARDINAL
1b169139266428958,/,O
1b169139266428958,032,O
1b169139266428958,-,O
1b169139266428958,036,O
1b169139266428958,",",O
1b169139266428958,02,B-CARDINAL
1b169139266428958,/,B-CARDINAL
1b169139266428958,465,B-CARDINAL
1b169139266428958,-,O
1b169139266428958,19,O
1b169139266428958,-,O
1b169139266428958,50,O
1b169139266428958,.,O
1b167946826591901,Продава,O
1b167946826591901,апартамент,O
1b167946826591901,на,O
1b167946826591901,бул,O
1b167946826591901,.,B-FAC
1b167946826591901,Витоша,I-FAC
1b167946826591901,.,O
1b167946826591901,Уникален,O
1b167946826591901,имот,O
1b167946826591901,в,O
1b167946826591901,пешеходната,O
1b167946826591901,част,O
1b167946826591901,на,O
1b167946826591901,булевард,B-FAC
1b167946826591901,Витоша,I-FAC
1b167946826591901,.,O
1b167946826591901,Имотът,O
1b167946826591901,е,O
1b167946826591901,със,O
1b167946826591901,самостоятелен,O
1b167946826591901,вход,O
1b167946826591901,и,O
1b167946826591901,тих,O
1b167946826591901,вътрешен,O
1b167946826591901,двор,O
1b167946826591901,.,O
1b167946826591901,Състои,O
1b167946826591901,се,O
1b167946826591901,от,O
1b167946826591901,пет,B-CARDINAL
1b167946826591901,помещения,O
1b167946826591901,-,O
1b167946826591901,кухня,O
1b167946826591901,",",O
1b167946826591901,хол,O
1b167946826591901,",",O
1b167946826591901,спалня,O
1b167946826591901,",",O
1b167946826591901,баня,O
1b167946826591901,",",O
1b167946826591901,склад,O
1b167946826591901,.,O
1b167946826591901,Подходящ,O
1b167946826591901,за,O
1b167946826591901,живеене,O
1b167946826591901,",",O
1b167946826591901,офис,O
1b167946826591901,",",O
1b167946826591901,за,O
1b167946826591901,лично,O
1b167946826591901,ползване,O
1b167946826591901,или,O
1b167946826591901,отдаване,O
1b167946826591901,под,O
1b167946826591901,наем,O
1b167946826591901,дългосрочно,O
1b167946826591901,или,O
1b167946826591901,Airbnb,O
1b167946826591901,.,O
1b167946826591901,В,O
1b167946826591901,много,O
1b167946826591901,добро,O
1b167946826591901,състояние,O
1b167946826591901,.,O
1b167946826591901,Потенциален,O
1b167946826591901,инвестиционен,O
1b167946826591901,имот,O
1b167946826591901,",",O
1b167946826591901,т,O
1b167946826591901,.,O
1b167946826591901,к,O
1b167946826591901,.,O
1b167946826591901,към,O
1b167946826591901,апартамента,O
1b167946826591901,има,O
1b167946826591901,8,B-CARDINAL
1b167946826591901,/,B-CARDINAL
1b167946826591901,100,B-CARDINAL
1b167946826591901,или,O
1b167946826591901,8,B-PERCENT
1b167946826591901,%,I-PERCENT
1b167946826591901,идеални,O
1b167946826591901,части,O
1b167946826591901,от,O
1b167946826591901,300,B-QUANTITY
1b167946826591901,м2,I-QUANTITY
1b167946826591901,/,O
1b167946826591901,Урегулиран,O
1b167946826591901,поземлен,O
1b167946826591901,имот,O
1b167946826591901,/,O
1b167946826591901,",",O
1b167946826591901,който,O
1b167946826591901,представлява,O
1b167946826591901,ъглов,O
1b167946826591901,парцел,O
1b167946826591901,с,O
1b167946826591901,голямо,O
1b167946826591901,лице,O
1b167946826591901,на,O
1b167946826591901,булевард,B-FAC
1b167946826591901,Витоша,I-FAC
1b167946826591901,и,O
1b167946826591901,висо,O
1b168630089261183,Продава,O
1b168630089261183,апартамент,O
1b168630089261183,в,O
1b168630089261183,Център,B-ORG
1b168630089261183,.,O
1b168630089261183,Революшън,B-ORG
1b168630089261183,Естейт,I-ORG
1b168630089261183,представя,O
1b168630089261183,напълно,O
1b168630089261183,обзаведен,O
1b168630089261183,двустаен,O
1b168630089261183,апартамент,O
1b168630089261183,в,O
1b168630089261183,сърцето,O
1b168630089261183,на,O
1b168630089261183,София,B-GPE
1b168630089261183,.,O
1b168630089261183,Намира,O
1b168630089261183,се,O
1b168630089261183,на,O
1b168630089261183,чудесна,O
1b168630089261183,локация,O
1b168630089261183,-,O
1b168630089261183,на,B-QUANTITY
1b168630089261183,метри,I-QUANTITY
1b168630089261183,от,O
1b168630089261183,НАТФИЗ,B-FAC
1b168630089261183,",",O
1b168630089261183,както,O
1b168630089261183,и,O
1b168630089261183,в,O
1b168630089261183,близостдо,O
1b168630089261183,НДК,O
1b168630089261183,",",O
1b168630089261183,метростанция,O
1b168630089261183,",",O
1b168630089261183,комуникативен,O
1b168630089261183,градски,O
1b168630089261183,транспорт,O
1b168630089261183,",",O
1b168630089261183,множество,O
1b168630089261183,учебни,O
1b168630089261183,заведения,O
1b168630089261183,",",O
1b168630089261183,развлечеия,O
1b168630089261183,и,O
1b168630089261183,др,O
1b168630089261183,.,O
1b168630089261183,Ситуиран,O
1b168630089261183,е,O
1b168630089261183,на,O
1b168630089261183,5,B-CARDINAL
1b168630089261183,-,O
1b168630089261183,ти,O
1b168630089261183,етаж,O
1b168630089261183,в,O
1b168630089261183,поддържана,O
1b168630089261183,тухлена,O
1b168630089261183,сграда,O
1b168630089261183,от,O
1b168630089261183,1940,B-DATE
1b168630089261183,г,I-DATE
1b168630089261183,.,I-DATE
1b168630089261183,",",O
1b168630089261183,която,O
1b168630089261183,разполага,O
1b168630089261183,с,O
1b168630089261183,работещ,O
1b168630089261183,асансьор,O
1b168630089261183,.,O
1b168630089261183,С,O
1b168630089261183,площ,O
1b168630089261183,:,O
1b168630089261183,70,B-QUANTITY
1b168630089261183,кв,I-QUANTITY
1b168630089261183,.,I-QUANTITY
1b168630089261183,м,I-QUANTITY
1b168630089261183,.,O
1b168630089261183,Състои,O
1b168630089261183,се,O
1b168630089261183,от,O
1b168630089261183,:,O
1b168630089261183,входно,O
1b168630089261183,антре,O
1b168630089261183,",",O
1b168630089261183,всекидневна,O
1b168630089261183,с,O
1b168630089261183,излаз,O
1b168630089261183,на,O
1b168630089261183,балкон,O
1b168630089261183,",",O
1b168630089261183,спалня,O
1b168630089261183,",",O
1b168630089261183,кухня,O
1b168630089261183,с,O
1b168630089261183,трапезария,O
1b168630089261183,и,O
1b168630089261183,баня,O
1b168630089261183,с,O
1b168630089261183,тоалетна,O
1b168630089261183,.,O
1b168630089261183,Отопление,O
1b161104940415253,Продава,O
1b161104940415253,апартамент,O
1b161104940415253,на,O
1b161104940415253,бул,O
1b161104940415253,.,B-FAC
1b161104940415253,Княгиня,I-FAC
1b161104940415253,Мария,I-FAC
1b161104940415253,Луиза,I-FAC
1b161104940415253,.,O
1b161104940415253,Двустаен,O
1b161104940415253,апартамент,O
1b161104940415253,в,O
1b161104940415253,комплекс,O
1b161104940415253,на,O
1b161104940415253,метри,B-QUANTITY
1b161104940415253,от,O
1b161104940415253,метростанция,O
1b161104940415253,'Княгиня,B-FAC
1b161104940415253,Мария,I-FAC
1b161104940415253,Луиза',I-FAC
1b161104940415253,",",O
1b161104940415253,спирка,O
1b161104940415253,на,O
1b161104940415253,трамвай,O
1b161104940415253,",",O
1b161104940415253,тролей,O
1b161104940415253,и,O
1b161104940415253,автобус,O
1b161104940415253,",",O
1b161104940415253,детска,O
1b161104940415253,градина,O
1b161104940415253,и,O
1b161104940415253,болница,O
1b161104940415253,.,O
1b161104940415253,Луксозно,O
1b161104940415253,изпълнение,O
1b161104940415253,с,O
1b161104940415253,най,O
1b161104940415253,-,O
1b161104940415253,висококачествени,O
1b161104940415253,материали,O
1b161104940415253,!,O
1b161104940415253,Акт,O
1b161104940415253,16,B-CARDINAL
1b161104940415253,.,O
1b161104940415253,Директно,O
1b161104940415253,от,O
1b161104940415253,инвеститора,O
1b161104940415253,.,O
1b161104940415253,Напълно,O
1b161104940415253,обзаведен,O
1b161104940415253,",",O
1b161104940415253,Готови,O
1b161104940415253,за,O
1b161104940415253,нанасяне,O
1b161104940415253,!,O
1b161104940415253,За,O
1b161104940415253,повече,O
1b161104940415253,информация,O
1b161104940415253,позвънете,O
1b161104940415253,на,O
1b161104940415253,тел,O
1b161104940415253,:,O
1b161104940415253,0879,B-CARDINAL
1b161104940415253,300,B-CARDINAL
1b161104940415253,3010879,O
1b161104940415253,400,O
1b161104940415253,600,O
1b167395657197448,Продава,O
1b167395657197448,апартамент,O
1b167395657197448,на,O
1b167395657197448,бул,O
1b167395657197448,.,B-FAC
1b167395657197448,Витоша,I-FAC
1b167395657197448,.,O
1b167395657197448,Ексклузивна,O
1b167395657197448,оферта,O
1b167395657197448,!,O
1b167395657197448,Имотът,O
1b167395657197448,се,O
1b167395657197448,намира,O
1b167395657197448,в,O
1b167395657197448,идеалния,O
1b167395657197448,център,O
1b167395657197448,в,O
1b167395657197448,непосредствена,O
1b167395657197448,близост,O
1b167395657197448,с,O
1b167395657197448,градинката,O
1b167395657197448,на,O
1b167395657197448,НДК,O
1b167395657197448,и,O
1b167395657197448,метростанция,O
1b167395657197448,.,O
1b167395657197448,Разпределение,O
1b167395657197448,:,O
1b167395657197448,хол,O
1b167395657197448,с,O
1b167395657197448,преход,O
1b167395657197448,към,O
1b167395657197448,стая,O
1b167395657197448,",",O
1b167395657197448,кухня,O
1b167395657197448,с,O
1b167395657197448,балкон,O
1b167395657197448,",",O
1b167395657197448,баня,O
1b167395657197448,и,O
1b167395657197448,тоалетна,O
1b167395657197448,.,O
1b167395657197448,Изложение,O
1b167395657197448,-,O
1b167395657197448,юг,O
1b167395657197448,.,O
1b167395657197448,Стаите,O
1b167395657197448,са,O
1b167395657197448,на,O
1b167395657197448,паркет,O
1b167395657197448,и,O
1b167395657197448,латекс,O
1b167395657197448,",",O
1b167395657197448,кухня,O
1b167395657197448,-,O
1b167395657197448,дюшеmе,O
1b167395657197448,и,O
1b167395657197448,латекс,O
1b167395657197448,",",O
1b167395657197448,коридор,O
1b167395657197448,-,O
1b167395657197448,тапети,O
1b167395657197448,и,O
1b167395657197448,мозайка,O
1b167395657197448,",",O
1b167395657197448,баня,O
1b167395657197448,-,O
1b167395657197448,боя,O
1b167395657197448,и,O
1b167395657197448,мозайка,O
1b167395657197448,.,O
1b167395657197448,В,O
1b167395657197448,цената,O
1b167395657197448,се,O
1b167395657197448,включва,O
1b167395657197448,светъл,O
1b167395657197448,таван,O
1b167395657197448,и,O
1b167395657197448,мазе,O
1b167395657197448,.,O
1b167395657197448,Входът,O
1b167395657197448,е,O
1b167395657197448,много,O
1b167395657197448,добре,O
1b167395657197448,поддържан,O
1b167395657197448,със,O
1b167395657197448,сменена,O
1b167395657197448,дограма,O
1b167395657197448,и,O
1b167395657197448,нова,O
1b167395657197448,външна,O
1b167395657197448,врата,O
1b167395657197448,с,O
1b167395657197448,чип,O
1b167395657197448,достъп,O
1b167395657197448,.,O
1b167395657197448,Доходност,O
1b167395657197448,на,O
1b167395657197448,входа,O
1b167395657197448,от,O
1b167395657197448,отдаване,O
1b167395657197448,магазин,O
1b167395657197448,по,O
1b169521170187452,Продава,O
1b169521170187452,апартамент,O
1b169521170187452,в,O
1b169521170187452,Център,B-FAC
1b169521170187452,.,O
1b169521170187452,Имот,O
1b169521170187452,с,O
1b169521170187452,потенциал,O
1b169521170187452,!,O
1b169521170187452,ЕКСКЛУЗИВНО,O
1b169521170187452,!,O
1b169521170187452,Просторен,O
1b169521170187452,аристократичен,O
1b169521170187452,апартамент,O
1b169521170187452,на,O
1b169521170187452,ТОП,B-LOC
1b169521170187452,ЛОКАЦИЯ,O
1b169521170187452,-,O
1b169521170187452,тиха,O
1b169521170187452,улица,O
1b169521170187452,близо,O
1b169521170187452,до,O
1b169521170187452,НДК,B-FAC
1b169521170187452,",",O
1b169521170187452,Районен,B-FAC
1b169521170187452,съд,I-FAC
1b169521170187452,",",O
1b169521170187452,непосредствено,O
1b169521170187452,до,O
1b169521170187452,баня,O
1b169521170187452,Мадара,B-FAC
1b169521170187452,и,O
1b169521170187452,градина,O
1b169521170187452,Буката,B-FAC
1b169521170187452,",",O
1b169521170187452,елитни,O
1b169521170187452,учебни,O
1b169521170187452,и,O
1b169521170187452,здравни,O
1b169521170187452,заведения,O
1b169521170187452,",",O
1b169521170187452,артистични,O
1b169521170187452,кафенета,O
1b169521170187452,",",O
1b169521170187452,галерии,O
1b169521170187452,и,O
1b169521170187452,ресторанти,O
1b169521170187452,.,O
1b169521170187452,Перфектните,O
1b169521170187452,комуникации,O
1b169521170187452,-,O
1b169521170187452,до,O
1b169521170187452,две,B-CARDINAL
1b169521170187452,метростанции,O
1b169521170187452,и,O
1b169521170187452,спирки,O
1b169521170187452,на,O
1b169521170187452,градски,O
1b169521170187452,транспорт,O
1b169521170187452,",",O
1b169521170187452,в,O
1b169521170187452,съчетание,O
1b169521170187452,с,O
1b169521170187452,разнообразни,O
1b169521170187452,възможности,O
1b169521170187452,за,O
1b169521170187452,релакс,O
1b169521170187452,",",O
1b169521170187452,разходка,O
1b169521170187452,и,O
1b169521170187452,спортни,O
1b169521170187452,дейности,O
1b169521170187452,осигуряват,O
1b169521170187452,отлична,O
1b169521170187452,среда,O
1b169521170187452,на,O
1b169521170187452,живот,O
1b169521170187452,в,O
1b169521170187452,самото,O
1b169521170187452,сърце,O
1b169521170187452,на,O
1b169521170187452,гр,O
1b169521170187452,.,O
1b169521170187452,София,B-GPE
1b169521170187452,!,O
1b169521170187452,Малка,O
1b169521170187452,",",O
